Dehera;Giant;4550; ; ;134; ; ;Great;54;60970; ; ;80;100;60;455;60; ; ; ; ; ; ; ; ; 
Dek Bi Fang;Single Maturity Mob;620; ; ; ; ; ;Large; ; ; ; ;50;61;15;62;63; ; ; ; ; ; ; ; ; 
Demon Hacker;Single Maturity Mob;1000; ; ;34; ; ;Great;27;3400; ; ;20;40;80;100;200; ; ; ; ; ; ; ; ; 
Demon Virus;Single Maturity Mob;10000; ; ;291; ; ;Immense;118;291000; ; ;20;40;80;1000;500; ; ; ; ; ; ; ; ; 
Digital Club Doll;Diva;420; ; ;42; ; ;Medium; ;1764; ; ;40;21;18;42;16; ; ; ; ; ; ; ; ; 
Digital Club Doll;Frisky;90; ; ; ; ; ;Small; ; ; ; ;26;14;7;9;7; ; ; ; ; ; ; ; ; 
Digital Club Doll;Freaky;340; ; ; ; ; ;Medium; ; ; ; ;38;20;17;34;15; ; ; ; ; ; ; ; ; 
Digital Club Doll;Strung Out;280; ; ; ; ; ;Limited; ; ; ; ;36;19;15;28;14; ; ; ; ; ; ; ; ; 
Digital Club Doll;Dancer;70; ; ;17; ; ;Minimal; ;119; ; ;25;13;6;7;7; ; ; ; ; ; ; ; ; 
Digital Club Doll;Voluptous;100; ; ;23; ; ;Small; ;230; ; ;28;14;9;10;8; ; ; ; ; ; ; ; ; 
Digital Club Doll;Foxy;190; ; ; ; ; ; ; ; ; ; ;32;17;13;19;10; ; ; ; ; ; ; ; ; 
Digital Club Doll;Drunk;130; ; ; ; ; ;Small; ; ; ; ;29;15;10;13;9; ; ; ; ; ; ; ; ; 
Digital Club Doll;Bootylicious;160; ; ; ; ; ;Small; ; ; ; ;31;16;11;16;10; ; ; ; ; ; ; ; ; 
Digital Club Doll;Moody;230; ; ; ; ; ;Limited; ; ; ; ;34;18;14;23;12; ; ; ; ; ; ; ; ; 
Digital Club Doll;Shy;10; ; ;3; ; ;Minimal;3;3; ; ;31;30;34;1;15; ; ; ; ; ; ; ; ; 
Dire Weed;Mature;400; ; ;33; ; ;Limited;7;1320; ; ;11;50;50;40;27; ;0;0; ; ; ; ; ; 
Dire Weed;Guardian;400; ; ; ; ; ;Minimal; ; ; ; ;11;50;50;40;27; ; ; ; ; ; ; ; ; 
Dire Weed;Sprouted;50; ; ;5; ; ;Minimal;3;25; ; ;15;2;2;5;39; ; ; ; ; ; ; ; ; 
Dire Weed;Mutated;300; ; ;20; ; ;Small;9;600; ; ;11;50;50;30;27; ; ; ; ; ; ; ; ; 
Dire Weed;Weak;100; ; ; ; ; ;Minimal;1; ; ; ;14;1;1;10;15; ; ; ; ; ; ; ; ; 
Dire Weed;Watcher;100; ; ; ; ; ;Minimal;2; ; ; ;14;1;1;10;15; ; ; ; ; ; ; ; ; 
Diripi;Young;40; ; ;18; ; ;Minimal;5;72; ; ;10;10;10;4;10; ; ; ; ; ; ; ; ; 
Diripi;Mature;40; ; ;21; ; ;Small; ;84; ; ;12;10;10;4;12; ; ; ; ; ; ; ; ; 
Diripi;Old;60; ; ;22; ; ;Small;5;132; ; ;12;10;10;6;14; ; ; ; ; ; ; ; ; 
Diripi;Provider;80; ; ; ; ; ;Small;6; ; ; ;12;10;10;8;15; ; ; ; ; ; ; ; ; 
Diripi;Guardian;100; ; ; ; ; ;Small;6; ; ; ;16;10;10;10;17; ; ; ; ; ; ; ; ; 
Diripi;Dominant;120; ; ; ; ; ;Small;6; ; ; ;17;10;10;12;17; ; ; ; ; ; ; ; ; 
Diripi;Alpha;140; ; ; ; ; ;Limited;7; ; ; ;19;10;10;14;17; ; ; ; ; ; ; ; ; 
Diripi;Old Alpha;180; ; ; ; ; ;Limited;9; ; ; ;20;10;10;18;17; ; ; ; ; ; ; ; ; 
Diripi;Prowler;190; ; ; ; ; ;Limited; ; ; ; ;22;10;10;19;17; ; ; ; ; ; ; ; ; 
Diripi;Stalker;210; ; ; ; ; ;Limited; ; ; ; ;23;10;10;21;17; ; ; ; ; ; ; ; ; 
Dreamer;L19;1800; ; ; ; ; ;Great;19; ; ; ;31;30;34;180;45; ; ; ; ; ; ; ; ; 
Dreamer;L20;1800; ; ; ; ; ;Large;20; ; ; ;31;30;34;180;45; ; ; ; ; ; ; ; ; 
Dreamer;L21;1800; ; ; ; ; ;Large;21; ; ; ;31;30;34;180;45; ; ; ; ; ; ; ; ; 
Drill Bot;1001;300; ; ;45; ; ;Medium;10;1350; ; ;25;20;20;30;25; ; ; ; ; ; ; ; ; 
Drill Bot;Reinforced;150; ; ;30; ; ;Limited;9;450; ; ;25;20;20;15;25; ; ; ; ; ; ; ; ; 
Drill Bot;499;150; ; ;30; ; ; ; ;450; ; ; ; ; ;15; ; ; ; ; ; ; ; ; ; 
Droka;Gen. 01;480;210;2.29;57; ; ;Medium;16;2736; ; ;34;30;20;48;34; ; ; ; ; ; ; ; ; 
Droka;Gen. 10;970; ; ;112; ; ;Great;29;10864; ; ;45;57;20;97;45; ; ; ; ; ; ; ; ; 
Droka;Gen. 04;640;210;3.05;70; ; ;Large;19;4480; ; ;39;39;20;64;39; ; ; ; ; ; ; ; ; 
Droka;Gen. 02;530;210;2.52;63; ; ;Large;17;3339; ; ;35;30;20;53;35; ; ; ; ; ; ; ; ; 
Droka;Gen. 03;590;210;2.81;67; ; ;Large;19;3953; ; ;35;34;20;59;35; ; ; ; ; ; ; ; ; 
Droka;Gen. 05;700;210;3.33;81; ; ;Large;21;5670; ; ;39;43;20;70;39; ; ; ; ; ; ; ; ; 
Droka;Gen. 06;750; ; ;88; ; ;Large;24;6600; ; ;43;47;20;75;43; ; ; ; ; ; ; ; ; 
Droka;Gen. 07;810; ; ; ; ; ;Large;24; ; ; ;43;49;20;81;43; ; ; ; ; ; ; ; ; 
Droka;Gen. 08;860; ; ; ; ; ;Great;28; ; ; ;45;52;20;86;45; ; ; ; ; ; ; ; ; 
Droka;Gen. 09;920; ; ;106; ; ;Great;29;9752; ; ;45;55;20;92;45; ; ; ; ; ; ; ; ; 
Drone;Gen. 01;300;600;0.5;33; ; ;Limited;8;990; ; ;34;25;15;30;28; ; ; ; ; ; ; ; ; 
Drone;Gen. 02;350;583;0.6;39; ; ;Limited;9;1365; ; ;25;20;20;35;25; ; ; ; ; ; ; ; ; 
Drone;Gen. 03;370;474;0.78;45; ; ;Medium;10;1665; ; ;30;20;20;37;30; ; ; ; ; ; ; ; ; 
Drone;Gen. 04;390;443;0.88;53; ; ;Medium;12;2067; ; ;30;30;25;39;25; ; ; ; ; ; ; ; ; 
Drone;Gen. 06;450; ; ;65; ; ;Large;14;2925; ; ;30;39;1;45;40; ; ; ; ; ; ; ; ; 
Drone;Gen. 08;590; ; ;80; ; ;Large;17;4720; ; ;32;49;1;59;45; ; ; ; ; ; ; ; ; 
Drone;Gen. 09;650; ; ;86; ; ;Large;19;5590; ; ;35;54;1;65;54; ; ; ; ; ; ; ; ; 
Drone;Gen. 07;540; ; ; ; ; ;Large;16; ; ; ;30;45;1;54;45; ; ; ; ; ; ; ; ; 
Drone;Gen. 05;410; ; ;60; ; ;Large;13;2460; ; ;30;30;30;41;30; ; ; ; ; ; ; ; ; 
Drone;Gen. 10;820; ; ; ; ; ;Large;20; ; ; ;37;42;1;82;56; ; ; ; ; ; ; ; ; 
Drone;Elite;6320; ; ;140; ; ;Great;64;88480; ; ;37;50;1;632;80; ; ; ; ; ; ; ; ; 
Drone;Exterminator;9760; ; ;168; ; ;Huge;88;163968; ; ;37;60;1;976;90; ; ; ; ; ; ; ; ; 
Drone Commander Ztyx;Single Maturity Mob;2850; ; ; ; ; ;Medium;17; ; ; ;100;100;100;285;100; ; ; ; ; ; ; ; ; 
Drone Communicator;Gen. 01;390; ; ; ; ; ; ; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 02;420; ; ;36; ; ; ;15;1512; ; ;67;89;1;42;55; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 01;390; ; ; ; ; ; ;14; ; ; ;66;89;1;39;50; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 07;610; ; ;75; ; ;Large; ;4575; ; ;77;98;1;61;75; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 05;520; ; ;67; ; ;Large; ;3484; ; ;76;92;1;52;65; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 08;660; ; ;89; ; ;Large;25;5874; ; ;78;98;1;66;75; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 10;1020; ; ;100; ; ;Great;31;10200; ; ;79;99;1;102;85; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 04;490; ; ;55; ; ;Medium; ;2695; ; ;69;92;1;49;65; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 09;900; ; ;91; ; ;Large;28;8190; ; ;78;99;1;90;75; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 03;460; ; ;49; ; ;Medium; ;2254; ; ;68;91;1;46;65; ; ; ; ; ; ; ; ; 
Drone Coordinator;Gen. 06;560; ; ;71; ; ;Large; ;3976; ; ;76;95;1;56;65; ; ; ; ; ; ; ; ; 
Dropship;Annihilator;3700; ; ; ; ; ;Huge;55; ; ; ;150;150;150;370;250; ; ; ; ; ; ; ; ; 
Dropship;Infiltrator;3500; ; ; ; ; ;Huge;52; ; ; ;150;150;150;350;250; ; ; ; ; ; ; ; ; 
Dropship;Conquerer;3900; ; ; ; ; ;Immense;59; ; ; ;150;150;150;390;250; ; ; ; ; ; ; ; ; 
Duster;Hunter;400; ; ;58; ; ;Large;13;2320; ; ;54;10;22;40;26; ; ; ; ; ; ; ; ; 
Duster;Scout;750; ; ;50; ; ;Medium;20;3750; ; ;43;10;0;75;26; ; ; ; ; ; ; ; ; 
Duster;Raider;750; ; ;59; ; ;Large;24;4425; ; ;44;10;35;75;65; ; ; ; ; ; ; ; ; 
Duster;Warrior;500; ; ; ; ; ;Large;15; ; ; ;98;10;44;50;26; ; ; ; ; ; ; ; ; 
Duster;Scavenger;1000; ; ; ; ; ;Large;29; ; ; ;54;50;22;100;26; ; ; ; ; ; ; ; ; 
Duster;Fighter;500; ; ; ; ; ; ;16; ; ; ;44;10;35;50;65; ; ; ; ; ; ; ; ; 
Duster;Gatherer;800; ; ;43; ; ;Medium;19;3440; ; ;44;10;35;80;65; ; ; ; ; ; ; ; ; 
Duster;Looter;1200; ; ;96; ; ;Great;34;11520; ; ;54;50;22;120;26; ; ; ; ; ; ; ; ; 
Duster;Worker;700; ; ;27; ; ;Small;14;1890; ; ;43;10;0;70;26; ; ; ; ; ; ; ; ; 
Duster;Scapegoat;80; ; ;3; ; ;Minimal;3;24; ; ;22;22;14;8;11; ; ; ; ; ; ; ; ; 
Duster;Adept;600; ; ;21; ; ;Small;12;1260; ; ;43;10;0;60;26; ; ; ; ; ; ; ; ; 
Duster;Patron;900; ; ; ; ; ; ;23; ; ; ;44;10;45;90;65; ; ; ; ; ; ; ; ; 
Duster;Over Seer; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Duster;Clan Leader;2000; ; ; ; ; ; ;55; ; ; ;23;54;13;200;25; ; ; ; ; ; ; ; ; 
Dymlek;Young;800; ; ; ; ; ;Large;25; ; ; ;90;70;100;80;90; ; ; ; ; ; ; ; ; 
Dymlek;Guardian; ; ; ; ; ; ; ;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dymlek;Mature;950; ; ; ; ; ; ;26; ; ; ;90;70;100;95;90; ; ; ; ; ; ; ; ; 
Dymlek;Provider;1350; ; ; ; ; ;Great;30; ; ; ;90;70;100;135;90; ; ; ; ; ; ; ; ; 
Dymlek;Old; ; ; ; ; ; ; ;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Freaky;570; ; ; ; ; ;Medium;10; ; ; ;39;34;35;57;30; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Diva;690; ; ;74; ; ;Large;13;5106; ; ;41;35;38;69;34; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Strung Out;470; ; ; ; ; ;Medium;8; ; ; ;37;33;34;47;26; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Dancer;130; ; ; ; ; ;Minimal;4; ; ; ;25;28;23;13;10; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Drunk;230; ; ; ; ; ;Minimal;6; ; ; ;30;30;27;23;15; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Frisky;160;419;0.38; ; ; ;Minimal;5; ; ; ;27;29;24;16;11; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Bootylicious;270; ; ; ; ; ;Small;7; ; ; ;32;31;29;27;17; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Foxy;330; ; ; ; ; ;Small;6; ; ; ;34;32;30;33;20; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Moody;400; ; ; ; ; ;Limited;7; ; ; ;36;32;31;40;23; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Shy;10; ; ;3; ; ;Minimal; ;3; ; ;31;30;34;1;15; ; ; ; ; ; ; ; ; 
Electro Dance Machine;Voluptous;190; ; ; ; ; ;Minimal;5; ; ; ;29;29;26;19;13; ; ; ; ; ; ; ; ; 
Elvis Dragon;Mature;3010; ; ;160; ; ;Huge;63;48160; ; ;53;83;83;301;436; ; ; ; ; ; ; ; ; 
Elvis Dragon;Old;3420; ; ;152; ; ;Huge;70;51984; ; ;55;93;93;342;464; ; ; ; ; ; ; ; ; 
Elvis Dragon;Young;2640; ; ;160; ; ;Great;57;42240; ; ;51;73;73;264;411; ; ; ; ; ;98.2; ; ; 
Elvis Dragon;Provider;3900; ; ;184; ; ;Huge;77;71760; ; ;57;103;103;390;493; ; ; ; ; ; ; ; ; 
Elvis Dragon;Guardian;4440; ; ;201; ; ;Huge;86;89244; ; ;58;113;113;444;524; ; ; ; ; ; ; ; ; 
Elvis Dragon;Dominant;5050; ; ;206; ; ;Huge;96;104030; ; ;60;123;123;505;557; ; ; ; ; ; ; ; ; 
Elvis Dragon;Prowler;7460; ; ; ; ; ;Immense;134; ; ; ;66;154;154;746;666; ; ; ; ; ; ; ; ; 
Elvis Dragon;Stalker;8490; ; ; ; ; ;Immense; ; ; ; ;68;164;164;849;711; ; ; ; ; ; ; ; ; 
Elvis Dragon;Alpha;5750; ; ;209; ; ;Huge;107;120175; ; ;62;133;133;575;592; ; ; ; ; ; ; ; ; 
Elvis Dragon;Old Alpha;6550; ; ; ; ; ;Immense;119; ; ; ;64;144;144;655;629; ; ; ; ; ; ; ; ; 
Empis Wasp;Young;850; ; ; ; ; ;Medium;26; ; ; ;52;42;45;85;11; ; ; ; ; ; ; ; ; 
Empis Wasp;Provider;1390; ; ; ; ; ;Great;53; ; ; ;52;42;45;139;11; ; ; ; ; ; ; ; ; 
Empis Wasp;Old;920; ; ; ; ; ;Large;32; ; ; ;52;42;45;92;11; ; ; ; ; ; ; ; ; 
Empis Wasp;Mature;880; ; ; ; ; ;Medium;29; ; ; ;52;42;45;88;11; ; ; ; ; ; ; ; ; 
Empis Wasp;Guardian;1480; ; ; ; ; ;Great;59; ; ; ;52;42;45;148;11; ; ; ; ; ; ; ; ; 
Empis Wasp;Dominant;1570; ; ; ; ; ;Great;62; ; ; ;52;42;45;157;11; ; ; ; ; ; ; ; ; 
Eomon;Provider;9200; ; ;170; ; ;Huge;72;156400; ; ;15;10;1;920;431; ; ; ; ; ; ; ; ; 
Eomon;Stalker;18720; ; ;284; ; ;Immense;124;531648; ; ;16;10;1;1872;462; ; ; ; ; ; ; ; ; 
Eomon;Young;5020; ; ;139; ; ;Great;51;69778; ; ;15;10;1;502;400; ; ; ; ; ; ; ; ; 
Eomon;Mature;5240; ; ;160; ; ;Great;58;83840; ; ;15;10;1;524;406; ; ; ; ; ; ; ; ; 
Eomon;Alpha;9880; ; ; ; ; ;Huge;77; ; ; ;15;10;1;988;434; ; ; ; ; ; ; ; ; 
Eomon;Old Alpha;11230; ; ;213; ; ;Huge;88;239199; ; ;16;10;1;1123;458; ; ; ; ; ; ; ; ; 
Eomon;Old;8450; ; ;159; ; ;Great;67;134355; ; ;15;10;1;845;423; ; ; ; ; ; ; ; ; 
Eomon;Prowler;13450; ; ;200; ; ;Huge;92;269000; ; ;16;10;1;1345;460; ; ; ; ; ; ; ; ; 
Eomon;Guardian;9660; ; ; ; ; ;Huge;72; ; ; ;15;10;1;966;433; ; ; ; ; ; ; ; ; 
Eomon;Dominant;9730; ; ; ; ; ;Huge;74; ; ; ;15;10;1;973;433; ; ; ; ; ; ; ; ; 
Eomon;Patriarch;24560; ; ; ; ; ;Immense;121; ; ; ;12;14;10;2456;526; ; ; ; ; ; ; ; ; 
Equus;Young;280;736;0.38;26; ; ;Small;7;728; ; ;100;18;1;28;50; ; ; ; ; ; ; ; ; 
Equus;Mature;340; ; ;33; ; ;Limited; ;1122; ; ;100;19;1;34;50; ; ; ; ; ; ; ; ; 
Equus;Old;350; ; ;35; ; ;Limited;11;1225; ; ;100;19;1;35;55; ; ; ; ; ; ; ; ; 
Equus;Provider;380; ; ;39; ; ;Limited; ;1482; ; ;110;19;1;38;56; ; ; ; ; ; ; ; ; 
Equus;Guardian;410; ; ;47; ; ;Medium;13;1927; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; 
Equus;Dominant;440; ; ;53; ; ;Medium; ;2332; ; ; ; ; ;44; ; ; ; ; ; ; ; ; ; 
Equus;Alpha;510; ; ;58; ; ;Medium; ;2958; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ; 
Equus;Old Alpha;610; ; ;67; ; ;Large; ;4087; ; ; ; ; ;61; ; ; ; ; ; ; ; ; ; 
Equus;Prowler;680; ; ;81; ; ; ; ;5508; ; ; ; ; ;68; ; ; ; ; ; ; ; ; ; 
Equus;Stalker;810; ; ;89; ; ; ; ;7209; ; ; ; ; ;81; ; ; ; ; ; ; ; ; ; 
Estophyl;Young;700;130;5.38;33; ; ;Medium;20;2310; ; ;45;7;2;70;78; ; ; ; ; ; ; ; ; 
Estophyl;Mature;750;115;6.52;35; ; ;Medium;22;2625; ; ;46;7;1;75;80; ; ; ; ; ; ; ; ; 
Estophyl;Old;810; ; ;41; ; ;Medium;23;3321; ; ;45;8;1;81;80; ; ; ; ; ; ; ; ; 
Estophyl;Guardian;940; ; ;59; ; ;Large;27;5546; ; ;45;7;1;94;81; ; ; ; ; ; ; ; ; 
Estophyl;Dominant;1010; ; ;65; ; ;Large;29;6565; ; ;47;7;1;101;82; ; ; ; ; ; ; ; ; 
Estophyl;Provider;830; ; ;52; ; ;Medium;24;4316; ; ;46;8;1;83;81; ; ; ; ; ; ; ; ; 
Estophyl;Alpha;1090; ; ; ; ; ;Large;31; ; ; ;45;7;1;109;85; ; ; ; ; ; ; ; ; 
Estophyl;Old Alpha;1180; ; ; ; ; ;Large;33; ; ; ;46;7;1;118;88; ; ; ; ; ; ; ; ; 
Estophyl;Prowler;1280; ; ; ; ; ;Large;36; ; ; ;47;7;1;128;90; ; ; ; ; ; ; ; ; 
Estophyl;Stalker;1450; ; ; ; ; ;Great;39; ; ; ;47;7;1;145;92; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 02;1010;100;10.1;65; ; ;Large;30;6565; ; ;47;37;37;101;101; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 01;920;100;9.2;50; ; ;Medium;26;4600; ; ;45;35;35;92;92; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 03;1100;100;11;80; ; ;Large;34;8800; ; ;49;38;38;110;110; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 04;1190;100;11.9;95; ; ;Large;38;11305; ; ;51;40;40;119;119; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 05;1280;100;12.8;110; ; ;Large;42;14080; ; ;53;41;41;128;128; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 10;1730;100;17.3;180; ; ;Huge;63;31140; ; ;62;49;49;173;173; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 09;1640;100;16.4;170; ; ;Huge;59;27880; ; ;60;47;47;164;164; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 06;1370;100;13.7;120; ; ;Great;46;16440; ; ;54;43;43;137;137; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 07;1460;100;14.6;140; ; ; ;51;20440; ; ;56;44;44;146;146; ; ; ; ; ; ; ; ; 
Eviscerator;Gen. 08;1550;100;15.5;150; ; ;Great;55;23250; ; ;58;46;46;155;155; ; ; ; ; ; ; ; ; 
Eviscerator;The Eviscerator;28530; ; ;356; ; ;Immense;185;1015668; ; ;93;82;81;2853;253; ; ; ; ; ; ; ; ; 
Eviscerator;Mulciber;30130; ; ;400; ; ;Immense;244;1205200; ; ;95;87;85;3013;271; ; ; ; ; ; ; ; ; 
Eviscerator;Lady Eviscera;20800; ; ; ; ; ;Great;80; ; ; ;100;100;100;2080;100; ; ; ; ; ; ; ; ; 
Exarosaur;Young;50;520;0.1;15;5;20;Minimal;3;75;2.5; ;15;2;2;5;39; ; ; ; ; ; ; ; ; 
Exarosaur;Mature;60;620;0.1;17;5.7;20;Minimal;3;102;3.0; ;15;2;2;6;36; ; ; ; ; ; ; ; ; 
Exarosaur;Old;70;360;0.19;18;6;20;Minimal;3;126;3.5; ;16;2;2;7;40; ; ; ; ; ; ; ; ; 
Exarosaur;Provider;120;360;0.33;23;7.7;20;Small;5;276;4.0; ;15;2;2;12;39; ; ; ; ; ; ; ; ; 
Exarosaur;Guardian;140;480;0.29;23;7.7;20;Small;4;322;4.5; ;19;2;2;14;39; ; ; ; ; ; ; ; ; 
Exarosaur;Dominant;160;420;0.38;25;8.3;20;Small;5;400;5.0; ;10;2;2;16;39; ; ; ; ; ; ; ; ; 
Exarosaur;Alpha;180;320;0.56;26;8.7;20;Small;6;468;5.5; ;10;2;2;18;40; ; ; ; ; ; ; ; ; 
Exarosaur;Prowler;200;360;0.56;29;9.7;20;Small;6;580;6.5; ;10;2;2;20;42; ; ; ; ; ; ; ; ; 
Exarosaur;Stalker;220; ; ;30;10;20;Limited;6;660;7.0; ;10;2;2;22;42; ; ; ; ; ; ; ; ; 
Exarosaur;Old Alpha;190;340;0.56;28;9.3;20;Small;6;532;6.0; ;10;2;2;19;39; ; ; ; ; ; ; ; ; 
Exarosaur;Dominant Elite;1600; ; ; ; ;20;Small;13; ; ; ;10;2;2;160;80; ; ; ; ; ; ; ; ; 
Exarosaur;Alpha Elite;1800; ; ; ; ;20;Limited;15; ; ; ;10;2;2;180;80; ; ; ; ; ; ; ; ; 
Exarosaur;Prowler Elite;2000; ; ; ; ;20;Limited;17; ; ; ;10;2;2;200;80; ; ; ; ; ; ; ; ; 
Exarosaur;Stalker Elite;2200; ; ;40;13.3;20;Medium;19;8800; ; ;10;2;2;220;80; ; ; ; ; ; ; ; ; 
Exarosaur;Old Alpha Elite;1900; ; ; ; ;20;Limited;16; ; ; ;10;2;2;190;80; ; ; ; ; ; ; ; ; 
Experimental Holo-Coordinator;Single Maturity Mob;1420; ; ; ; ; ;Medium;15; ; ; ;100;100;100;142;100; ; ; ; ; ; ; ; ; 
Experimental Holo-Droka;Single Maturity Mob;2850; ; ; ; ; ;Medium;18; ; ; ;100;100;100;285;100; ; ; ; ; ; ; ; ; 
Experimental Holo-Eviscerator;Single Maturity Mob;8550; ; ; ; ; ;Large;39; ; ; ;100;100;100;855;100; ; ; ; ; ; ; ; ; 
Experimental Holo-Legionaire;Single Maturity Mob;34200; ; ; ; ; ;Immense;119; ; ; ;100;100;100;3420;100; ; ; ; ; ; ; ; ; 
Experimental Holo Secent;Single Maturity Mob;5700; ; ; ; ; ;Large;28; ; ; ;100;100;100;570;100; ; ; ; ; ; ; ; ; 
Experimental Holo-Warlock;Single Maturity Mob;22800; ; ; ; ; ;Huge;94; ; ; ;100;100;100;2280;100; ; ; ; ; ; ; ; ; 
Experimental Holo-Warrior;Single Maturity Mob;11400; ; ; ; ; ;Great;51; ; ; ;100;100;100;1140;100; ; ; ; ; ; ; ; ; 
Falxangius;Young;2670; ; ;200; ; ;Huge;36;53400; ; ;30;23;1;267;230; ; ; ; ; ; ; ; ; 
Falxangius;Mature;2820; ; ;208; ; ;Huge;38;58656; ; ;30;23;1;282;233; ; ; ; ; ; ; ; ; 
Falxangius;Old;2950; ; ;212; ; ;Huge;39;62540; ; ;30;10;1;295;235; ; ; ; ; ; ; ; ; 
Falxangius;Provider;3170; ; ; ; ; ; ;41; ; ; ;30;10;1;317;237; ; ; ; ; ; ; ; ; 
Falxangius;Stalker;3560; ; ;260; ; ;Immense;48;92560; ; ;23;10;1;356;260; ; ; ; ; ; ; ; ; 
Falxangius;Prowler;3520; ; ;252; ; ;Immense;46;88704; ; ;21;10;1;352;253; ; ; ; ; ; ; ; ; 
Falxangius;Alpha;3450; ; ; ; ; ;Immense;47; ; ; ;20;10;1;345;250; ; ; ; ; ; ; ; ; 
Falxangius;Old Alpha;3470; ; ; ; ; ;Immense;47; ; ; ;20;10;1;347;251; ; ; ; ; ; ; ; ; 
Falxangius;Guardian;3270; ; ; ; ; ; ;43; ; ; ;33;10;1;327;240; ; ; ; ; ; ; ; ; 
Falxangius;Dominant;3350; ; ; ; ; ;Immense;44; ; ; ;20;10;1;335;245; ; ; ; ; ; ; ; ; 
Faucervix;Young;100; ; ;22;7.3;20;Small;5;220; ; ;35;10;3;10;63; ; ; ; ; ; ; ; ; 
Faucervix;Mature;130; ; ;25;8.3;20;Small;5;325; ; ;35;14;2;13;65; ; ; ; ; ; ; ; ; 
Faucervix;Old;170; ; ;28;9.3;20;Small;6;476; ; ;34;15;3;17;50; ; ; ; ; ; ; ; ; 
Faucervix;Provider;230; ; ;33;11;20;Limited;7;759; ; ;35;16;2;23;63; ; ; ; ; ; ; ; ; 
Faucervix;Guardian;290; ; ;40;13.3;20;Medium;8;1160; ; ;35;16;3;29;69; ; ; ; ; ; ; ; ; 
Faucervix;Alpha;360; ; ;48;16;20;Medium;9;1728; ; ;35;17;10;36;70; ; ; ; ; ; ; ; ; 
Faucervix;Dominant;320; ; ;43;14.3;20;Medium;9;1376; ; ;36;10;3;32;70; ; ; ; ; ; ; ; ; 
Faucervix;Prowler;460; ; ;57;19;20;Medium;11;2622; ; ;41;19;3;46;83; ; ; ; ; ; ; ; ; 
Faucervix;Old Alpha;420; ; ;52;17.3;20;Medium;10;2184; ; ;40;18;3;42;80; ; ; ; ; ; ; ; ; 
Faucervix;Stalker;520; ; ; ; ;20; ; ; ; ; ;42;20;3;52;83; ; ; ; ; ; ; ; ; 
Feffoid;Outcast;550; ; ;28; ; ;Small;13;1540; ; ;20;15;34;55;20; ; ; ; ; ; ; ; ; 
Feffoid;Bandit;630; ; ;33; ; ;Limited;15;2079; ; ;20;15;35;63;20; ; ; ; ; ; ; ; ; 
Feffoid;Guard;690; ; ;38; ; ;Limited;17;2622; ; ;20;15;35;69;22;0;0;14;0;0;0;24;0;0
Feffoid;Raider;720; ; ;40; ; ;Medium;18;2880; ; ;20;15;39;72;22; ; ; ; ; ; ; ; ; 
Feffoid;Warrior;770; ; ;44; ; ;Medium;19;3388; ; ;20;15;40;77;22; ; ; ; ; ; ; ; ; 
Feffoid;Berserker;820; ; ;46; ; ;Medium;20;3772; ; ;20;15;40;82;22; ; ; ; ; ; ; ; ; 
Feffoid;Hunter;880; ; ;51; ; ;Medium;22;4488; ; ;20;20;45;88;25; ; ; ; ; ; ; ; ; 
Feffoid;Warlord;930; ; ;55; ; ;Medium;23;5115; ; ;20;20;45;93;23; ; ; ; ; ; ; ; ; 
Feffoid;Champion;1020; ; ;57; ; ;Medium;25;5814; ; ;20;20;45;102;25;0;0;18;0;0;0;39;0;0
